table,column,data_type,nullable,description
legacy_data_table_0503,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0503 used for migration from legacy system department 4
legacy_data_table_0503,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0503 used for migration from legacy system department 4
legacy_data_table_0504,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,value_str,TEXT,YES,Column 6 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0504,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0504 used for migration from legacy system department 5
legacy_data_table_0505,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,value_str,TEXT,YES,Column 6 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0505,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0505 used for migration from legacy system department 6
legacy_data_table_0506,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,value_str,TEXT,YES,Column 6 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0506,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0506 used for migration from legacy system department 7
legacy_data_table_0507,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,value_str,TEXT,YES,Column 6 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0507,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0507 used for migration from legacy system department 8
legacy_data_table_0508,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,value_str,TEXT,YES,Column 6 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0508,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0508 used for migration from legacy system department 9
legacy_data_table_0509,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,value_str,TEXT,YES,Column 6 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0509,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0509 used for migration from legacy system department 10
legacy_data_table_0510,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,value_str,TEXT,YES,Column 6 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0510,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0510 used for migration from legacy system department 11
legacy_data_table_0511,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,value_str,TEXT,YES,Column 6 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0511,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0511 used for migration from legacy system department 12
legacy_data_table_0512,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,value_str,TEXT,YES,Column 6 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0512,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0512 used for migration from legacy system department 13
legacy_data_table_0513,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,value_str,TEXT,YES,Column 6 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0513,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0513 used for migration from legacy system department 14
legacy_data_table_0514,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,value_str,TEXT,YES,Column 6 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0514,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0514 used for migration from legacy system department 15
legacy_data_table_0515,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,value_str,TEXT,YES,Column 6 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0515,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0515 used for migration from legacy system department 16
legacy_data_table_0516,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,value_str,TEXT,YES,Column 6 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0516,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0516 used for migration from legacy system department 17
legacy_data_table_0517,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,value_str,TEXT,YES,Column 6 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0517,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0517 used for migration from legacy system department 18
legacy_data_table_0518,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,value_str,TEXT,YES,Column 6 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0518,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0518 used for migration from legacy system department 19
legacy_data_table_0519,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,value_str,TEXT,YES,Column 6 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0519,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0519 used for migration from legacy system department 20
legacy_data_table_0520,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,value_str,TEXT,YES,Column 6 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0520,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0520 used for migration from legacy system department 1
legacy_data_table_0521,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,value_str,TEXT,YES,Column 6 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0521,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0521 used for migration from legacy system department 2
legacy_data_table_0522,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,value_str,TEXT,YES,Column 6 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0522,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0522 used for migration from legacy system department 3
legacy_data_table_0523,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,value_str,TEXT,YES,Column 6 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0523,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0523 used for migration from legacy system department 4
legacy_data_table_0524,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0524 used for migration from legacy system department 5
